ident,PNs,Date,Quantity,Material,Bought Out,Sub-Con,Machining,Fabrication,Test & Assy,Margin,Unit Cost,Total Unit Sell - No Spares,Total Ext Sell - No Spares,Spare PNs,Total Ext Sell - Spares,Total Unit Sell,Total Ext Sell,Excel Name,Customer,Item Number
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 7,H71697-1,2017-04-28,1.0,,222.0,,,,,0.25,222.0,295.13,295.13,[],0.0,295.13,295.13,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,7
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 8,A70299-5,2017-04-28,1.0,,2530.8,,,,,0.21,2530.8,3220.5,3220.5,[],0.0,3220.5,3220.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,8
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 13,A70299-5,2017-04-28,1.0,,2530.8,,,,,0.21,2530.8,3220.5,3220.5,[],0.0,3220.5,3220.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,13
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx - 1,D70416-1,2017-04-21,1.0,,532.8,,,,,0.18,532.8,650.57,650.57,[],0.0,650.57,650.57,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx,Chevron now Ithaca,1
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx - 2,D70450-1,2017-04-21,1.0,,475.89,,,,,0.26,475.89,644.5,644.5,[],0.0,644.5,644.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx,Chevron now Ithaca,2
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx - 4,D70450-1,2017-04-21,1.0,,475.89,,,,,0.26,475.89,644.5,644.5,[],0.0,644.5,644.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx,Chevron now Ithaca,4
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx - 6,D70440-1,2017-04-21,1.0,,355.2,,,,,0.25,355.2,472.21,472.21,[],0.0,472.21,472.21,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx,Chevron now Ithaca,6
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx - 7,H71697-1,2017-04-21,1.0,,222.0,,,,,0.25,222.0,295.13,295.13,[],0.0,295.13,295.13,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx,Chevron now Ithaca,7
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx - 8,A70299-5,2017-04-21,1.0,,2530.8,,,,,0.21,2530.8,3220.5,3220.5,[],0.0,3220.5,3220.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx,Chevron now Ithaca,8
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx - 13,A70299-5,2017-04-21,1.0,,2530.8,,,,,0.21,2530.8,3220.5,3220.5,[],0.0,3220.5,3220.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01 conf lead time again.xlsx,Chevron now Ithaca,13
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 1,D70416-1,2017-04-21,1.0,,532.8,,,,,0.18,532.8,650.57,650.57,[],0.0,650.57,650.57,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,1
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 2,D70450-1,2017-04-21,1.0,,475.89,,,,,0.26,475.89,644.5,644.5,[],0.0,644.5,644.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,2
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 4,D70450-1,2017-04-21,1.0,,475.89,,,,,0.26,475.89,644.5,644.5,[],0.0,644.5,644.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,4
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 6,D70440-1,2017-04-21,1.0,,355.2,,,,,0.25,355.2,472.21,472.21,[],0.0,472.21,472.21,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,6
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 7,H71697-1,2017-04-21,1.0,,222.0,,,,,0.25,222.0,295.13,295.13,[],0.0,295.13,295.13,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,7
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 8,A70299-5,2017-04-21,1.0,,2530.8,,,,,0.21,2530.8,3220.5,3220.5,[],0.0,3220.5,3220.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,8
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 13,A70299-5,2017-04-21,1.0,,2530.8,,,,,0.21,2530.8,3220.5,3220.5,[],0.0,3220.5,3220.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,13
Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx - 1,D70416-1,2017-04-21,1.0,,532.8,,,,,0.18,532.8,650.57,650.57,[],0.0,650.57,650.57,Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx,Chevron now Ithaca,1
Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx - 2,D70450-1,2017-04-21,1.0,,475.89,,,,,0.26,475.89,644.5,644.5,[],0.0,644.5,644.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx,Chevron now Ithaca,2
Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx - 4,D70450-1,2017-04-21,1.0,,475.89,,,,,0.26,475.89,644.5,644.5,[],0.0,644.5,644.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx,Chevron now Ithaca,4
Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx - 6,D70440-1,2017-04-21,1.0,,355.2,,,,,0.25,355.2,472.21,472.21,[],0.0,472.21,472.21,Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx,Chevron now Ithaca,6
Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx - 7,H71697-1,2017-04-21,1.0,,222.0,,,,,0.25,222.0,295.13,295.13,[],0.0,295.13,295.13,Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx,Chevron now Ithaca,7
Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx - 8,A70299-5,2017-04-21,1.0,,2530.8,,,,,0.21,2530.8,3220.5,3220.5,[],0.0,3220.5,3220.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx,Chevron now Ithaca,8
Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx - 13,A70299-5,2017-04-21,1.0,,2530.8,,,,,0.21,2530.8,3220.5,3220.5,[],0.0,3220.5,3220.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 02 MONTROSE HRS.xlsx,Chevron now Ithaca,13
Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx - 1,D70416-1,2017-02-05,1.0,,532.8,,,,,0.18,532.8,650.57,650.57,[],0.0,650.57,650.57,Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx,Chevron now Ithaca,1
Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx - 2,D70450-1,2017-02-05,1.0,,475.89,,,,,0.26,475.89,644.5,644.5,[],0.0,644.5,644.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx,Chevron now Ithaca,2
Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx - 4,D70450-1,2017-02-05,1.0,,475.89,,,,,0.26,475.89,644.5,644.5,[],0.0,644.5,644.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx,Chevron now Ithaca,4
Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx - 6,D70440-1,2017-02-05,1.0,,355.2,,,,,0.25,355.2,472.21,472.21,[],0.0,472.21,472.21,Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx,Chevron now Ithaca,6
Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx - 7,H71697-1,2017-02-05,1.0,,222.0,,,,,0.25,222.0,295.13,295.13,[],0.0,295.13,295.13,Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx,Chevron now Ithaca,7
Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx - 8,A70299-5,2017-02-05,1.0,,2530.8,,,,,0.21,2530.8,3220.5,3220.5,[],0.0,3220.5,3220.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx,Chevron now Ithaca,8
Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx - 13,A70299-5,2017-02-05,1.0,,2530.8,,,,,0.21,2530.8,3220.5,3220.5,[],0.0,3220.5,3220.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 03 rev lead time.xlsx,Chevron now Ithaca,13
Chevron - Tools - Cost Model - EUK 1578902 - Rev 04 torquing coupling.xlsx - 2,D70450-1,2017-08-15,1.0,,742.29,,,,,0.25,742.29,983.5,983.5,[],0.0,983.5,983.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 04 torquing coupling.xlsx,Chevron now Ithaca,2
Chevron - Tools - Cost Model - EUK 1578902 - Rev 04 torquing coupling.xlsx - 4,D70450-1,2017-08-15,1.0,,742.29,,,,,0.25,742.29,983.5,983.5,[],0.0,983.5,983.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 04 torquing coupling.xlsx,Chevron now Ithaca,4
EUK 1578902 REV 05 - CHEVRON QUOTE VIEW CM.xlsx - 1,A70299-5,2017-10-04,1.0,2140.08,4262.4,155.0,,,,0.3,6557.48,9367.83,9367.83,"['A70309-1', '195000-347', '195327-247', '190387-62', '195000-452', '195327-323', '195000-326', '193413-313', '195000-437', '195327-308', 'A70310-1', '114474-10', '201007-24', '190387-80', 'D70548-1', 'A300172-203', 'A300133-2', 'A300133-3', 'A300133-1', '193413-312', '199868-69', 'A301357-1', 'A70944-1', 'A930289-1', 'A301074-306']",0.0,9367.83,9367.83,EUK 1578902 REV 05 - CHEVRON QUOTE VIEW CM.xlsx,Chevron now Ithaca,1
EUK 1578902 REV 05 - CHEVRON QUOTE VIEW CM.xlsx - 2,A70299-5,2017-10-04,1.0,1878.7,4795.2,155.0,,,,0.3,6828.9,9755.57,9755.57,"['A70309-1', '195000-347', '195327-247', '190387-62', '195000-452', '195327-323', '195000-326', '193413-313', '195000-437', '195327-308', '114474-10', '201007-24', '190387-80', 'D70548-1', 'A300172-203', 'A300133-2', 'A300133-3', 'A300133-1', '193413-312', '199868-69', 'A301357-1', 'A70944-1', 'A930289-1', 'A301074-306', 'A70308-1']",0.0,9755.57,9755.57,EUK 1578902 REV 05 - CHEVRON QUOTE VIEW CM.xlsx,Chevron now Ithaca,2
EUK 1578902 REV 05 NW ITEM ADDED ON .xlsx - 1,A70299-5,2017-10-04,1.0,,4795.2,155.0,,,,0.21,4950.2,6265.0,6265.0,"['A70309-1', '195000-347', '195327-247', '190387-62', '195000-452', '195327-323', '195000-326', '193413-313', '195000-437', '195327-308', 'A70310-1', '114474-10', '201007-24', '190387-80', 'D70548-1', 'A300172-203', 'A300133-2', 'A300133-3', 'A300133-1', '193413-312', '199868-69', 'A301357-1', 'A70944-1', 'A930289-1', 'A301074-306']",5242.63,10096.7,11507.63,EUK 1578902 REV 05 NW ITEM ADDED ON .xlsx,Chevron now Ithaca,1
EUK 1578902 REV 05 NW ITEM ADDED ON .xlsx - 2,A70299-5,2017-10-04,1.0,,4262.4,155.0,,,,0.21,4417.4,5587.0,5587.0,"['A70309-1', '195000-347', '195327-247', '190387-62', '195000-452', '195327-323', '195000-326', '193413-313', '195000-437', '195327-308', '114474-10', '201007-24', '190387-80', 'D70548-1', 'A300172-203', 'A300133-2', 'A300133-3', 'A300133-1', '193413-312', '199868-69', 'A301357-1', 'A70944-1', 'A930289-1', 'A301074-306', 'A70308-1']",6397.11,10567.02,11984.11,EUK 1578902 REV 05 NW ITEM ADDED ON .xlsx,Chevron now Ithaca,2
EUK 1578902 Rev 06.xlsx - 1,D70440-1,2017-10-03,1.0,,266.4,,,,,0.41,266.4,452.0,452.0,[],0.0,452.0,452.0,EUK 1578902 Rev 06.xlsx,Chevron now Ithaca,1
EUK 1578902 REV 05 - CHEVRON QUOTE VIEW CM.xlsx - 1,A70299-5,2017-10-04,1.0,2140.08,4262.4,155.0,,,,0.3,6557.48,9367.83,9367.83,"['A70309-1', '195000-347', '195327-247', '190387-62', '195000-452', '195327-323', '195000-326', '193413-313', '195000-437', '195327-308', 'A70310-1', '114474-10', '201007-24', '190387-80', 'D70548-1', 'A300172-203', 'A300133-2', 'A300133-3', 'A300133-1', '193413-312', '199868-69', 'A301357-1', 'A70944-1', 'A930289-1', 'A301074-306']",0.0,9367.83,9367.83,EUK 1578902 REV 05 - CHEVRON QUOTE VIEW CM.xlsx,Chevron now Ithaca,1
EUK 1578902 REV 05 - CHEVRON QUOTE VIEW CM.xlsx - 2,A70299-5,2017-10-04,1.0,1878.7,4795.2,155.0,,,,0.3,6828.9,9755.57,9755.57,"['A70309-1', '195000-347', '195327-247', '190387-62', '195000-452', '195327-323', '195000-326', '193413-313', '195000-437', '195327-308', '114474-10', '201007-24', '190387-80', 'D70548-1', 'A300172-203', 'A300133-2', 'A300133-3', 'A300133-1', '193413-312', '199868-69', 'A301357-1', 'A70944-1', 'A930289-1', 'A301074-306', 'A70308-1']",0.0,9755.57,9755.57,EUK 1578902 REV 05 - CHEVRON QUOTE VIEW CM.xlsx,Chevron now Ithaca,2
Chevron - Chokes - Cost Model - EUK 1595430 - Rev 00.xlsx - 1,498145,2016-09-14,1.0,,1203.07,,,,,0.18,1203.07,1469.0,1469.0,[],0.0,1469.0,1469.0,Chevron - Chokes - Cost Model - EUK 1595430 - Rev 00.xlsx,Chevron now Ithaca,1
Chevron - Chokes - Cost Model - EUK 1595430 - Rev 00.xlsx - 2,381137,2016-09-14,1.0,,1203.07,,,,,0.18,1203.07,1469.0,1469.0,[],0.0,1469.0,1469.0,Chevron - Chokes - Cost Model - EUK 1595430 - Rev 00.xlsx,Chevron now Ithaca,2
Chevron - Chokes - Cost Model - EUK 1595430 - Rev 00.xlsx - 1,498145,2016-09-14,1.0,,1203.07,,,,,0.18,1203.07,1469.0,1469.0,[],0.0,1469.0,1469.0,Chevron - Chokes - Cost Model - EUK 1595430 - Rev 00.xlsx,Chevron now Ithaca,1
Chevron - Chokes - Cost Model - EUK 1595430 - Rev 00.xlsx - 2,381137,2016-09-14,1.0,,1203.07,,,,,0.18,1203.07,1469.0,1469.0,[],0.0,1469.0,1469.0,Chevron - Chokes - Cost Model - EUK 1595430 - Rev 00.xlsx,Chevron now Ithaca,2
Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx - 1,A935697-1,2016-10-17,2.0,,,,,,,0.0,1186.5,1186.5,2373.0,[],0.0,1186.5,2373.0,Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx,Chevron now Ithaca,1
Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx - 2,A70309-5,2016-10-17,8.0,,,,,,,0.0,105.0,105.0,840.0,[],0.0,105.0,840.0,Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx,Chevron now Ithaca,2
Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx - 3,198935-13,2016-10-17,8.0,,,,,,,0.0,12.0,12.0,96.0,[],0.0,12.0,96.0,Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx,Chevron now Ithaca,3
Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx - 4,724304,2016-10-17,4.0,,,,,,,0.0,13.63,13.63,54.52,[],0.0,13.63,54.52,Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx,Chevron now Ithaca,4
Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx - 5,201323-375,2016-10-17,1.0,,,,,,,0.0,5.39,5.39,5.39,[],0.0,5.39,5.39,Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx,Chevron now Ithaca,5
Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx - 6,201552-12,2016-10-17,1.0,,,,,,,0.0,324.51,324.51,324.51,[],0.0,324.51,324.51,Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx,Chevron now Ithaca,6
Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx - 7,201552-13,2016-10-17,1.0,,,,,,,0.0,287.63,287.63,287.63,[],0.0,287.63,287.63,Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx,Chevron now Ithaca,7
Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx - 8,195000-373,2016-10-17,2.0,,,,,,,0.0,12.51,12.51,25.02,[],0.0,12.51,25.02,Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx,Chevron now Ithaca,8
Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx - 9,195000-377,2016-10-17,2.0,,,,,,,0.0,4.87,4.87,9.74,[],0.0,4.87,9.74,Chevron - Alba - Tbg Hgr Running Tool - Cost Model - EUK 1613689 - Rev 00 .xlsx,Chevron now Ithaca,9
Chevron - Tbg Bnt - Cost Model - EUK 1620670 - Rev 00.xlsx - 1,D70425-1,2016-11-01,1.0,,510.0,,,,,0.25,510.0,678.0,678.0,[],0.0,678.0,678.0,Chevron - Tbg Bnt - Cost Model - EUK 1620670 - Rev 00.xlsx,Chevron now Ithaca,1
Chevron - Tbg Bnt - Cost Model - EUK 1620670 - Rev 00.xlsx - 1,D70425-1,2016-11-01,1.0,,510.0,,,,,0.25,510.0,678.0,678.0,[],0.0,678.0,678.0,Chevron - Tbg Bnt - Cost Model - EUK 1620670 - Rev 00.xlsx,Chevron now Ithaca,1
Chevron - Tbg Hgr - Cost Model - EUK 1620722 - Rev 00.xlsx - 1,D70419-1,2016-11-01,1.0,,506.0,,,,,0.19,506.0,621.5,621.5,"['193474-279', '72094']",78.99,656.5,700.49,Chevron - Tbg Hgr - Cost Model - EUK 1620722 - Rev 00.xlsx,Chevron now Ithaca,1
Chevron EUK 1626361 Rev 11.xlsx - 1,A20034-6,2017-11-28,1.0,6707.42,1487.4,3045.0,877.5,750.0,155.0,0.34,13022.32,19730.79,19730.79,"['H72386-32', 'H300670-6', 'A71916-2', 'A300049-721', 'A300047-6', '87764-5', '191055-17', '185231-31', '195018-360', 'A20146-2', '200668-25']",0.0,19730.79,19730.79,Chevron EUK 1626361 Rev 11.xlsx,Chevron now Ithaca,1
EUK 1626361 - Chevron - CM - Rev 10.xlsx - 1,D70857-1,2017-11-07,1.0,7.98,199.8,,,155.0,,0.19,362.78,450.0,450.0,"['195000-372', '195000-376', '195000-378']",0.0,450.0,450.0,EUK 1626361 - Chevron - CM - Rev 10.xlsx,Chevron now Ithaca,1
EUK 1626361 - Chevron - CM - Rev 10.xlsx - 2,A935697-1,2017-11-07,1.0,211.38,2530.8,4873.0,,155.0,,0.15,7770.18,9158.38,9158.38,"['724304', '201323-375', '201552-12', '201552-13', '195000-373', '195000-377', 'A70309-5', '198935-13']",0.0,9158.38,9158.38,EUK 1626361 - Chevron - CM - Rev 10.xlsx,Chevron now Ithaca,2
EUK 1626361 - Chevron - CM - Rev 10.xlsx - 4,A70323-1,2017-11-07,1.0,,1154.4,,,155.0,,0.2,1309.4,1631.75,1631.75,"['195000-455', '34635']",0.0,1631.75,1631.75,EUK 1626361 - Chevron - CM - Rev 10.xlsx,Chevron now Ithaca,4
EUK 1626361 - Chevron - CM - Rev 10.xlsx - 5,A128985,2017-11-07,1.0,,88.8,,,,,0.21,88.8,113.0,113.0,[],0.0,113.0,113.0,EUK 1626361 - Chevron - CM - Rev 10.xlsx,Chevron now Ithaca,5
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 1,A72313-1-CP,2016-12-02,1.0,,510.0,,,,,0.25,510.0,678.0,678.0,[],0.0,678.0,678.0,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,1
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 2,A72313-1-CP,2016-12-02,1.0,,510.0,,,,,0.25,510.0,678.0,678.0,[],0.0,678.0,678.0,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,2
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 3,D70857-1-CP,2016-12-02,2.0,,488.75,,,,,0.25,488.75,649.75,1299.5,[],0.0,649.75,1299.5,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,3
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 4,A73161-8,2016-12-02,1.0,,488.75,,,,,0.25,488.75,649.75,649.75,[],0.0,649.75,649.75,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,4
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 5,A128985,2016-12-02,1.0,,488.75,,,,,0.25,488.75,649.75,649.75,[],0.0,649.75,649.75,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,5
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 6,D70859-1,2016-12-02,2.0,,403.75,,,,,0.25,403.75,536.75,1073.5,[],0.0,536.75,1073.5,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,6
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 7,D70438-1,2016-12-02,2.0,,425.0,,,,,0.25,425.0,565.0,1130.0,[],0.0,565.0,1130.0,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,7
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 8,A70323-1,2016-12-02,2.0,,683.38,,,,,0.25,683.38,908.5,1817.0,"['195000-455', '34635']",174.0,1082.5,1991.0,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,8
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 9,D70437-1,2016-12-02,1.0,,510.0,,,,,0.25,510.0,678.0,678.0,[],0.0,678.0,678.0,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,9
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 10,A935713-1,2016-12-02,1.0,,528.05,,,,,0.25,528.05,702.0,702.0,"['198935-13', '195000-435']",24.0,726.0,726.0,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,10
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 11,"D70469-1, 195000-435",2016-12-02,1.0,,476.52,,,,,0.25,476.52,633.5,633.5,[],0.0,633.5,633.5,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,11
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 12,"A935697-1-CP, A70309-5, 198935-13",2016-12-02,1.0,,1244.53,,,,,0.25,1244.53,1654.5,1654.5,[],0.0,1654.5,1654.5,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,12
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 13,A935757-1,2016-12-02,1.0,,722.5,,,,,0.25,722.5,960.5,960.5,[],0.0,960.5,960.5,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,13
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 14,A20075-1,2016-12-02,1.0,,956.25,,,,,0.25,956.25,1271.25,1271.25,[],0.0,1271.25,1271.25,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,14
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 15,A20075-13,2016-12-02,1.0,,956.25,,,,,0.25,956.25,1271.25,1271.25,[],0.0,1271.25,1271.25,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,15
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 16,A10052-27,2016-12-02,1.0,,361.25,,,,,0.25,361.25,480.25,480.25,[],0.0,480.25,480.25,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,16
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 17,A20034-6,2016-12-02,1.0,,871.25,,,,,0.25,871.25,1158.25,1158.25,[],0.0,1158.25,1158.25,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,17
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 18,A20020-80,2016-12-02,1.0,,531.25,,,,,0.25,531.25,706.25,706.25,[],0.0,706.25,706.25,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,18
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 19,D130171-1-CP,2016-12-02,1.0,,4857.78,,,,,0.25,4857.78,6458.0,6458.0,"['89004', '89011', '89101', '89104', 'H130895-4', 'H300432-1', 'H130895-1', 'H130894-2']",1414.6,7841.6,7872.6,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,19
Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx - 20,153063G-CP,2016-12-02,1.0,,191.25,,,,,0.25,191.25,254.25,254.25,[],0.0,254.25,254.25,Chevron - 20 OMPs - EUK 1626361 - Rev 00 .xlsx,Chevron now Ithaca,20
Chevron - 20 OMPs - EUK 1626361 - Rev 01.xlsx - 1,A72313-1-CP,2017-03-07,1.0,,510.0,510.0,,,,0.25,1020.0,1356.0,1356.0,[],0.0,1356.0,1356.0,Chevron - 20 OMPs - EUK 1626361 - Rev 01.xlsx,Chevron now Ithaca,1
Chevron - 20 OMPs - EUK 1626361 - Rev 01.xlsx - 2,A72313-1-CP,2017-03-07,1.0,,510.0,850.0,,,,0.25,1360.0,1808.0,1808.0,[],0.0,1808.0,1808.0,Chevron - 20 OMPs - EUK 1626361 - Rev 01.xlsx,Chevron now Ithaca,2
