,Part Number,Quote,Unit Cost Price,Unit Sell Price,CM,Date,Qty
7521,H71696-1,EUK 1640254,16312.27,11091.4,-0.47,2017-03-21,2
7522,D72123-1,EUK 1640254,13122.71,10046.42,-0.31,2017-03-21,2
7523,A145151,EUK 1680396,25.87,87.0,0.7,2017-03-22,4
7524,A270160-1,EUK 1680396,37.05,111.15,0.67,2017-03-22,5
7525,A72974-3,EUK 1680396,152.78,305.56,0.5,2017-03-22,1
7526,A935788-1,EUK 1680396,351.54,978.0,0.64,2017-03-22,1
7527,H90025-5,EUK 1680396,225.75,350.0,0.36,2017-03-22,4
7528,A50474-2,EUK 1602208,1320.0,2640.0,0.5,2017-03-28,1
7529,H133530-1,EUK 1583894,137.53,195.0,0.29,2017-03-28,2
7530,H130151-61,EUK 1583894,120.0,240.0,0.5,2017-03-28,1
7531,H71318-3 ,Q301425,89.0,277.6,0.68,2017-03-30,36
7532,H133530-3,EUK 1626049,200.79,401.58,0.5,2017-04-05,4
7533,H130954-7B47,EUK 1626049,266.92,533.84,0.5,2017-04-05,3
7534,A301115-26,EUK 1690822,23.5,36.0,0.35,2017-04-13,8
7535,A134026-1,EUK 1690822,2884.0,4436.92,0.35,2017-04-13,1
7536,A300639-7,EUK 1690822,20.5,96.36,0.79,2017-04-13,2
7537,191100-1,EUK 1690822,2.77,11.08,0.75,2017-04-13,2
7538,H135148-2,EUK 1690822,238.0,476.0,0.5,2017-04-13,1
7539,195034-89,EUK 1690822,0.37,12.0,0.97,2017-04-13,2
7540,H130465-2,EUK 1690822,15.78,48.0,0.67,2017-04-13,1
7541,191055-19,EUK 1690822,0.12,1.0,0.88,2017-04-13,2
7542,H71318-3 ,Q301458,89.0,277.6,0.68,2017-04-03,36
7543,H71317-5 ,Q301458,350.0,585.0,0.4,2017-04-03,6
7544,71492,Q301465,29.96,89.88,0.67,2017-05-04,2
7545,162602,Q301465,9.03,36.12,0.75,2017-05-04,55
7546,A930179-2,Q301509,360.0,720.0,0.5,2017-05-16,1
7547,A134024-1,Q301509,618.0,1236.0,0.5,2017-05-16,1
7548,193474-225,Q301509,1.05,4.2,0.75,2017-05-16,1
7549,193474-242,Q301509,2.26,9.04,0.75,2017-05-16,1
7550,193474-356,Q301509,6.44,25.76,0.75,2017-05-16,1
7551,H130151-56,Q301509,563.0,1126.0,0.5,2017-05-16,1
7552,A133496-4,Q301509,638.0,1276.0,0.5,2017-05-16,1
7553,201628-62,Q301509,185.4,370.8,0.5,2017-05-16,1
7554,201833-61,Q301509,64.28,192.84,0.67,2017-05-16,1
7555,A134025-1B47,Q301509,2280.0,4431.0,0.49,2017-05-16,1
7556,A301115-29,Q301509,40.03,120.09,0.67,2017-05-16,8
7557,A300105-206,Q301514,40.58,200.0,0.8,2017-05-18,4
7558,D71030-2,EUK 1629257,1814.67,2364.76,0.23,2017-05-31,1
7559,D300041-2,EUK 1629257,3.0,12.0,0.75,2017-05-31,6
7560,30155-7,EUK 1662911,137.22,274.44,0.5,2017-06-01,1
7561,A70797-1,EUK 1662911,138.0,520.0,0.73,2017-06-01,2
7562,NVA,EUK 1662911,45.0,180.0,0.75,2017-06-01,2
7563,339446,EUK 1701425,915.0,1407.69,0.35,2017-06-05,1
7564,350995,EUK 1701425,23.0,69.0,0.67,2017-06-05,1
7565,S258-002,EUK 1701425,5.0,20.0,0.75,2017-06-05,1
7566,303983,EUK 1701425,595.0,1190.0,0.5,2017-06-05,1
7567,371146,EUK 1701425,6544.0,8180.0,0.2,2017-06-05,1
7568,35610001,EUK 1701425,1858.0,2477.33,0.25,2017-06-05,1
7569,S038-005,EUK 1701425,5.0,8.0,0.38,2017-06-05,2
7570,330057,EUK 1701425,16.17,48.0,0.66,2017-06-05,1
7571,398807,EUK 1701425,928.0,1325.71,0.3,2017-06-05,1
7572,A935771-1,EUK 1510359,165.0,330.0,0.5,2017-06-13,1
7573,A301339-9,Q301520,237.28,553.0,0.57,2017-05-24,3
7574,H133069-2,EUK 1454380,5359.0,7655.71,0.3,2017-06-22,1
7575,A72848-1,EUK 1596368,169.0,338.0,0.5,2017-06-23,1
7576,398807,EUK 1701943,928.0,1325.71,0.3,2017-06-26,2
7577,157923,Q301573,2390.0,3080.0,0.22,2017-06-30,3
7578,112885G,Q301590,95.0,210.0,0.55,2017-06-30,8
7579,120419-12,EUK 1550146,304.72,468.8,0.35,2017-06-30,1
7580,H133914-1,EUK 1580449,50.0,76.92,0.35,2017-07-01,1
7581,A930180-1B47,EUK 1713843,3495.45,4660.6,0.25,2017-07-03,2
7582,A300135-1,Q301595,395.93,708.0,0.44,2017-07-05,1
7583,A931584-1,EUK 1715793,43026.69,37099.17,-0.16,2017-06-30,1
7584,A931584-2,EUK 1715793,40241.22,46737.89,0.14,2017-06-30,2
7585,A931584-3,EUK 1715793,96919.5,114264.65,0.15,2017-06-30,1
7586,A73286-1,EUK 1712525,5540.88,14975.35,0.63,2017-06-30,1
7587,A297731-1,EUK 1727113,61.8,185.4,0.67,2017-07-26,1
7588,A301115-129,EUK 1508560,37.48,112.44,0.67,2017-08-02,20
7589,A130872-2,EUK 1508560,1590.0,3180.0,0.5,2017-05-02,2
7590,195055-17,EUK 1692732,15.52,46.56,0.67,2017-08-09,4
7591,363260,EUK 1508560,348.0,696.0,0.5,2017-08-15,1
7592,A130872-2,Q301654,1454.0,5520.0,0.74,2017-08-10,5
7593,76629,Q301656,124.81,249.62,0.5,2017-08-15,21
7594,70194,Q301656,15.01,45.03,0.67,2017-08-15,56
7595,162643,Q301656,36.96,110.88,0.67,2017-08-15,24
7596,162623,Q301656,1407.0,2814.0,0.5,2017-08-15,3
7597,162603,Q301656,43.45,130.35,0.67,2017-08-15,120
7598,39403G,Q301656,224.0,600.0,0.63,2017-08-15,6
7599,H139000-163,Q301656,239.0,1508.0,0.84,2017-08-15,3
7600,168376,Q301656,322.2,644.4,0.5,2017-08-15,3
7601,70298,Q301656,25.75,79.65,0.68,2017-08-15,36
7602,102505,EUK 1726160,7.44,29.76,0.75,2017-08-16,4
7603,112294G,EUK 1726160,229.0,458.0,0.5,2017-08-16,1
7604,112885G,EUK 1726160,208.0,312.0,0.33,2017-08-16,4
7605,113157G,EUK 1726160,195.0,390.0,0.5,2017-08-16,1
7606,114641,EUK 1726160,410.0,820.0,0.5,2017-08-16,1
7607,116446,EUK 1726160,7.58,30.32,0.75,2017-08-16,3
7608,116945,EUK 1726160,6.58,26.0,0.75,2017-08-16,1
7609,123589,EUK 1726160,1.51,6.04,0.75,2017-08-16,3
7610,125958,EUK 1726160,5.0,20.0,0.75,2017-08-16,3
7611,127029,EUK 1726160,390.0,780.0,0.5,2017-08-16,3
7612,127279,EUK 1726160,33.65,100.95,0.67,2017-08-16,16
7613,134534,EUK 1726160,605.0,1210.0,0.5,2017-08-16,1
7614,155917,EUK 1726160,168.0,336.0,0.5,2017-08-16,1
7615,157938,EUK 1726160,160.0,320.0,0.5,2017-08-16,1
7616,157941,EUK 1726160,1.25,5.0,0.75,2017-08-16,8
7617,160008,EUK 1726160,1712.9,3425.8,0.5,2017-08-16,1
7618,160015,EUK 1726160,104.12,208.24,0.5,2017-08-16,1
7619,160023,EUK 1726160,5.06,20.24,0.75,2017-08-16,1
7620,161216,EUK 1726160,246.11,492.22,0.5,2017-08-16,1
7621,161460,EUK 1726160,160.46,320.92,0.5,2017-08-16,1
7622,162449,EUK 1726160,2.44,9.76,0.75,2017-08-16,4
7623,162450,EUK 1726160,2.0,8.0,0.75,2017-08-16,2
7624,162603,EUK 1726160,43.45,130.35,0.67,2017-08-16,20
7625,162623,EUK 1726160,1407.0,2814.0,0.5,2017-08-16,1
7626,162643,EUK 1726160,36.96,110.88,0.67,2017-08-16,8
7627,165766,EUK 1726160,158.0,316.0,0.5,2017-08-16,1
7628,165806,EUK 1726160,680.0,1360.0,0.5,2017-08-16,1
7629,166609,EUK 1726160,695.0,1390.0,0.5,2017-08-16,1
7630,166610,EUK 1726160,1100.0,2200.0,0.5,2017-08-16,1
7631,168373,EUK 1726160,2192.5,4385.0,0.5,2017-08-16,1
7632,168376,EUK 1726160,322.2,644.4,0.5,2017-08-16,1
7633,170617,EUK 1726160,5.01,20.04,0.75,2017-08-16,2
7634,193382-2,EUK 1726160,11.81,35.43,0.67,2017-08-16,50
7635,195000-119,EUK 1726160,0.22,0.88,0.75,2017-08-16,1
7636,195000-236,EUK 1726160,0.34,1.36,0.75,2017-08-16,3
7637,195000-244,EUK 1726160,0.47,1.88,0.75,2017-08-16,1
7638,195000-269,EUK 1726160,1.87,7.48,0.75,2017-08-16,2
7639,195000-277,EUK 1726160,4.42,17.68,0.75,2017-08-16,1
7640,195000-279,EUK 1726160,3.24,12.96,0.75,2017-08-16,1
7641,195000-280,EUK 1726160,5.02,20.08,0.75,2017-08-16,1
7642,195000-387,EUK 1726160,5.76,23.04,0.75,2017-08-16,1
7643,195000-438,EUK 1726160,1.2,4.8,0.75,2017-08-16,2
7644,195003-121,EUK 1726160,0.19,0.76,0.75,2017-08-16,1
7645,195003-206,EUK 1726160,0.12,0.48,0.75,2017-08-16,2
7646,195003-262,EUK 1726160,0.9,3.6,0.75,2017-08-16,1
7647,195018-48,EUK 1726160,1.75,7.0,0.75,2017-08-16,8
7648,195026-87,EUK 1726160,266.4,532.8,0.5,2017-08-16,4
7649,195063-2,EUK 1726160,4.5,18.0,0.75,2017-08-16,2
7650,195132-2,EUK 1726160,16.95,67.8,0.75,2017-08-16,8
7651,195327-168,EUK 1726160,1.2,4.8,0.75,2017-08-16,1
7652,195327-186,EUK 1726160,3.82,15.28,0.75,2017-08-16,1
7653,195327-65,EUK 1726160,0.15,0.6,0.75,2017-08-16,1
7654,195327-67,EUK 1726160,0.31,1.24,0.75,2017-08-16,1
7655,195344-38,EUK 1726160,5.72,22.88,0.75,2017-08-16,8
7656,200423-3,EUK 1726160,0.9,3.6,0.75,2017-08-16,6
7657,200578-4,EUK 1726160,21.16,63.48,0.67,2017-08-16,6
7658,20641G,EUK 1726160,41.68,125.04,0.67,2017-08-16,24
7659,39403G,EUK 1726160,300.0,600.0,0.5,2017-08-16,2
7660,41869,EUK 1726160,268.0,536.0,0.5,2017-08-16,2
7661,51242N,EUK 1726160,339.0,700.0,0.52,2017-08-16,1
