,Part Number,Quote,Unit Cost Price,Unit Sell Price,CM,Date,Qty
3557,190853-13,EUK1730292,47.77,143.31,0.67,2017-12-18,1
3558,199548-11,EUK1730292,10.5,31.5,0.67,2017-12-18,1
3559,200349-6,EUK1730292,4.79,19.16,0.75,2017-12-18,2
3560,201007-20,EUK1730292,16.0,48.0,0.67,2017-12-18,4
3561,H301275-183,EUK1730292,11.54,34.62,0.67,2017-12-18,2
3562,200829-13,EUK1730292,21.45,64.35,0.67,2017-12-18,1
3563,A301133-4,EUK1730292,40.9,122.7,0.67,2017-12-18,1
3564,A133664-3,EUK1747496,990.0,1980.0,0.5,2017-12-18,1
3565,A133659-1,EUK1747496,21.83,65.49,0.67,2017-12-18,8
3566,A133144-6,EUK1747496,45.0,135.0,0.67,2017-12-18,2
3567,A300106-4,EUK1747496,0.26,1.04,0.75,2017-12-18,9
3568,29070-31,EUK1747496,532.72,1065.44,0.5,2017-12-18,1
3569,195000-246,EUK1747496,0.74,2.96,0.75,2017-12-18,1
3570,A200972-1,EUK1747496,164.59,320.68,0.49,2017-12-18,1
3571,A133153-6,EUK1747496,50.0,150.0,0.67,2017-12-18,1
3572,195000-243,EUK1747496,0.41,1.64,0.75,2017-12-18,1
3573,A001-04-24,EUK1747496,4.37,17.48,0.75,2017-12-18,8
3574,195000-250,EUK1747496,0.63,2.52,0.75,2017-12-18,1
3575,191055-17,EUK1747496,0.7,2.8,0.75,2017-12-18,4
3576,87764-2,EUK1747496,5.06,20.24,0.75,2017-12-18,1
3577,A301046-354,EUK1747496,10.27,30.81,0.67,2017-12-18,8
3578,190853-13,EUK1747496,47.77,143.31,0.67,2017-12-18,1
3579,A300172-129,EUK1747496,6.89,27.56,0.75,2017-12-18,2
3580,200008-148,EUK1747496,7.53,30.12,0.75,2017-12-18,1
3581,199548-11,EUK1747496,10.5,31.5,0.67,2017-12-18,1
3582,A948546-5,EUK1747496,395.0,792.0,0.5,2017-12-18,1
3583,193413-216,EUK1747496,61.5,184.5,0.67,2017-12-18,3
3584,200829-13,EUK1747496,21.45,64.35,0.67,2017-12-18,1
3585,A301133-4,EUK1747496,40.9,122.7,0.67,2017-12-18,1
3586,A133187-2,EUK1747496,135.0,270.0,0.5,2017-12-18,1
3587,A133188-9,EUK1747496,34.0,102.0,0.67,2017-12-18,1
3588,A301046-343,EUK1747496,14.41,43.23,0.67,2017-12-18,4
3589,H130151-61 ,Q301886 ,89.79,156.0,0.42,2018-01-17,3
3590,484699,Q301918,148.0,297.9,0.5,2018-02-06,1
3591,H300432-1,Q301919,3.75,9.27,0.6,2018-02-08,2
3592,H302246-51,EUK 1833716,4.14,16.56,0.75,2018-02-20,3
3593,195327-393,EUK 1833716,4.37,17.48,0.75,2018-02-20,2
3594,195327-394,EUK 1833716,4.72,18.88,0.75,2018-02-20,2
3595,A133189-4,EUK 1833716,11.79,35.37,0.67,2018-02-20,2
3596,H302246-56,EUK 1833716,0.59,2.36,0.75,2018-02-20,2
3597,195327-396,EUK 1833716,2.92,11.68,0.75,2018-02-20,2
3598,H302246-52,EUK 1833716,1.62,6.48,0.75,2018-02-20,2
3599,H300076-250,EUK 1833716,14.0,42.0,0.67,2018-02-20,8
3600,H300076-265,EUK 1833716,12.0,36.0,0.67,2018-02-20,8
3601,H300431-6,Q301982,49.1,147.31,0.67,2018-03-13,20
3602,A950388-1,Q301993,1372.88,2745.76,0.5,2018-03-27,4
3603,H130151-16,Q301993,590.0,1138.5,0.48,2018-03-27,8
3604,A949396-1,Q301993,4545.0,6607.8,0.31,2018-03-27,3
3605,A949397-1,Q301993,1280.0,2061.0,0.38,2018-03-27,6
3606,H300430-46,Q301993,14.91,604.5,0.98,2018-03-27,6
3607,124906,Q301993,1167.0,1785.38,0.35,2018-03-27,2
3608,A142947-4,Q301993,1411.42,1805.95,0.22,2018-03-27,4
3609,A951651-3,Q301993,462.42,1070.0,0.57,2018-03-27,4
3610,51235N,Q301993,96.0,391.82,0.75,2018-03-27,5
3611,H133530-13,Q3012021,205.77,390.25,0.47,2018-04-18,1
3612,A954476-1 ,Q302022,482.4,964.8,0.5,2018-04-18,2
3613,H130894-2,Q302044,25.0,93.83,0.73,2018-05-17,10
3614,A949398-1,Q302038,5357.0,8241.54,0.35,2018-05-23,2
3615,H300430-16,Q302038,102.0,204.0,0.5,2018-05-23,6
3616,A301115-14,Q302038,37.75,113.25,0.67,2018-05-23,56
3617,50433,Q302038,675.0,1350.0,0.5,2018-05-23,1
3618,H90502-5,Q302038,210.0,420.0,0.5,2018-05-23,2
3619,H90759-2,Q302038,736.0,1472.0,0.5,2018-05-23,2
3620,199860-28,Q302067,4.17,16.68,0.75,2018-05-30,1
3621,A133193-1,Q302067,18.0,54.0,0.67,2018-05-30,2
3622,A133193-2,Q302067,22.0,66.0,0.67,2018-05-30,1
3623,A133193-3,Q302067,22.0,66.0,0.67,2018-05-30,1
3624,A133193-4,Q302067,22.0,66.0,0.67,2018-05-30,1
3625,A133193-5,Q302067,22.0,66.0,0.67,2018-05-30,1
3626,A949382-4C26 REF,1736937,166515.31,287095.36,0.42,2018-06-06,1
3627,A279056-3C26 REF,1736937,8187.74,16375.48,0.5,2018-06-06,1
3628,H72112-1,,658.0,1316.0,0.5,2018-07-02,1
3629,195000-368,1817891,2.97,11.88,0.75,2018-07-03,2
3630,A133668-2,1817891,990.0,1980.0,0.5,2018-07-03,1
3631,195000-238,1817891,0.47,2.7,0.83,2018-07-03,1
3632,A301339-3,1817891,87.12,261.36,0.67,2018-07-03,1
3633,D130320-1,1817891,52.27,156.81,0.67,2018-07-03,1
3634,195000-234,1817891,0.35,1.4,0.75,2018-07-03,1
3635,A301046-390,1817891,14.45,43.35,0.67,2018-07-03,8
3636,195000-241,1817891,0.49,1.96,0.75,2018-07-03,1
3637,A133188-1,1817891,29.37,88.11,0.67,2018-07-03,1
3638,A133189-1,1817891,21.84,65.52,0.67,2018-07-03,1
3639,H130465-21,1817891,38.91,116.73,0.67,2018-07-03,1
3640,A300355-13,1817891,8.93,35.72,0.75,2018-07-03,2
3641,A300922-6,1817891,4.91,19.64,0.75,2018-07-03,2
3642,200008-143,1817891,8.21,32.84,0.75,2018-07-03,1
3643,A946534-1,Q302102,1079.0,2158.0,0.5,2018-07-09,1
3644,A946566-1,Q302102,13.75,41.25,0.67,2018-07-09,1
3645,D130389-3,Q302102,539.0,1078.0,0.5,2018-07-09,1
3646,D130392-1,Q302102,26.87,37.65,0.29,2018-07-09,1
3647,D300039-1,Q302102,0.49,1.4,0.65,2018-07-09,16
3648,D130252-1,Q302102,320.0,1690.0,0.81,2018-07-09,1
3649,D130092-1,Q302102,1.25,5.0,0.75,2018-07-09,1
3650,A930444-1,Q302102,31.23,122.64,0.75,2018-07-09,2
3651,A930445-1,Q302102,0.37,1.48,0.75,2018-07-09,2
3652,A930446-1,Q302102,0.26,0.8,0.68,2018-07-09,2
3653,A200613-1,Q302102,19.5,58.5,0.67,2018-07-09,1
3654,195000-344,Q302093,0.81,3.24,0.75,2018-07-20,5
3655,123813,1895182,71.4,214.2,0.67,2018-09-10,10
3656,A930186-3,1895182,4757.55,7319.31,0.35,2018-09-10,3
3657,A130919-1,1895182,21.75,65.25,0.67,2018-09-10,1
3658,H132308-7,1895182,273.0,420.0,0.35,2018-09-10,1
3659,A133188-16,1895182,41.41,124.23,0.67,2018-09-10,1
3660,199411-262,1895182,1.97,7.88,0.75,2018-09-10,4
3661,H70544-46,1895182,70.88,212.64,0.67,2018-09-10,1
3662,199548-8,1895182,12.5,37.5,0.67,2018-09-10,2
3663,H135980-1,1895182,1727.25,3454.5,0.5,2018-09-10,1
3664,H70544-47,1895182,36.96,110.88,0.67,2018-09-10,1
3665,H309662-1,1895182,124.11,248.22,0.5,2018-09-10,1
3666,R301118-1,1895182,43.0,129.0,0.67,2018-09-10,1
3667,H134361-17,1895182,129.3,258.6,0.5,2018-09-10,1
3668,H133911-1,1895182,367.5,735.0,0.5,2018-09-10,1
3669,201557-20,1895182,0.58,2.32,0.75,2018-09-10,6
3670,H300910-25,1895182,2.1,8.4,0.75,2018-09-10,6
3671,H300910-26,1895182,4.2,16.8,0.75,2018-09-10,4
3672,234538,1895182,0.71,2.84,0.75,2018-09-10,4
3673,H301005-2,1895182,0.86,3.44,0.75,2018-09-10,1
3674,A949398-1,1895182,5624.85,8653.62,0.35,2018-09-10,1
3675,A949398-2,1895182,5778.15,8889.46,0.35,2018-09-10,1
3676,A130076-27,1895182,17.36,52.08,0.67,2018-09-10,1
3677,A930179-10,1895182,299.25,598.5,0.5,2018-09-10,1
3678,D130387-7,1895182,4802.7,7388.77,0.35,2018-09-10,1
3679,A946082-1,1895182,714.0,1428.0,0.5,2018-09-10,1
3680,A133667-5,1895182,2368.8,4737.6,0.5,2018-09-10,1
3681,D300044-2,1895182,260.4,520.8,0.5,2018-09-10,1
3682,A133665-1,1895182,204.75,409.5,0.5,2018-09-10,1
3683,D130145-1,1895182,22.93,68.79,0.67,2018-09-10,1
3684,A301046-72,1895182,22.1,66.3,0.67,2018-09-10,4
3685,A301046-70,1895182,55.49,166.47,0.67,2018-09-10,2
3686,D300049-1,1895182,26.25,78.75,0.67,2018-09-10,2
3687,A930443-1,1895182,167.95,335.9,0.5,2018-09-10,1
3688,H134204-1,1895182,656.25,1312.5,0.5,2018-09-10,1
3689,H134285-1,1895182,307.65,615.3,0.5,2018-09-10,1
3690,H130895-2,1895182,16.14,48.42,0.67,2018-09-10,1
3691,H130465-2,1895182,12.1,36.3,0.67,2018-09-10,1
3692,H134365-1,1895182,35.68,107.04,0.67,2018-09-10,1
3693,H134361-12,1895182,116.08,232.15,0.5,2018-09-10,1
3694,H72112-2,1895182,285.0,570.0,0.5,2018-09-10,2
3695,110116G,1895182,115.0,230.0,0.5,2018-09-10,1
3696,H72121-2,1895182,147.5,295.0,0.5,2018-09-10,1
3697,A930447-1,1936553,44.54,133.62,0.67,2018-09-21,1
3698,D130388-1,1936553,734.8,1469.6,0.5,2018-09-21,1
3699,D130389-1,1936553,548.9,1097.8,0.5,2018-09-21,1
3700,711144,1936553,5.24,20.96,0.75,2018-09-21,19
3701,A133187-4,1833716,168.0,336.0,0.5,2018-10-01,1
3702,H300076-308,1833716,13.44,40.32,0.67,2018-10-01,8
3703,200349-5,1833716,3.45,13.8,0.75,2018-10-01,2
3704,A301133-3,1833716,33.08,99.24,0.67,2018-10-01,1
3705,H300589-6,1833716,163.77,327.54,0.5,2018-10-01,1
3706,A133660-3,1936553,88.0,264.0,0.67,2018-10-10,1
3707,A133147-1,1936513,480.09,961.8,0.5,2018-10-11,1
3708,195000-344,Q302231,0.75,3.24,0.77,2018-12-20,3
3709,A949181-4C26 REF,1966573,35604.55,68470.29,0.48,2018-12-22,2
3710,A133189-2,Q302330,56.42,169.26,0.67,2019-01-29,1
3711,H72112-2,1993446,333.9,570.0,0.41,2019-02-13,2
3712,A935788-1,1993446,519.2,865.33,0.4,2019-02-13,2
3713,A145151,1993446,29.59,88.77,0.67,2019-02-13,2
3714,201182-75,1993446,78.67,236.01,0.67,2019-02-13,2
3715,200772-5,1993446,10.4,31.2,0.67,2019-02-13,2
3716,H90025-5,1993446,337.26,562.1,0.4,2019-02-13,2
3717,R102668-2,1993446,509.25,848.75,0.4,2019-02-13,2
3718,A301046-451,1993446,26.25,78.75,0.67,2019-02-13,8
3719,123813,1993446,204.75,341.25,0.4,2019-02-13,2
3720,195000-368,1993446,247.97,413.28,0.4,2019-02-13,2
3721,195000-368,1817891,2.97,11.88,0.75,2019-02-12,2
3722,A300106-4,1817891,0.26,1.04,0.75,2019-02-12,9
3723,A133668-2,1817891,990.0,1980.0,0.5,2019-02-12,1
3724,195000-238,1817891,0.47,2.7,0.83,2019-02-12,1
3725,A301339-3,1817891,87.12,261.36,0.67,2019-02-12,1
3726,D130320-1,1817891,52.27,156.81,0.67,2019-02-12,1
3727,195000-234,1817891,0.35,1.4,0.75,2019-02-12,1
3728,A301046-390,1817891,14.45,43.35,0.67,2019-02-12,8
3729,195000-241,1817891,0.49,1.96,0.75,2019-02-12,1
3730,A133188-1,1817891,29.37,88.11,0.67,2019-02-12,1
3731,A133189-1,1817891,21.84,65.52,0.67,2019-02-12,1
3732,A301046-343,1817891,14.29,43.23,0.67,2019-02-12,4
3733,191055-17,1817891,0.07,2.8,0.98,2019-02-12,4
3734,H130465-21,1817891,38.91,116.73,0.67,2019-02-12,1
3735,A301046-354,1817891,14.39,30.81,0.53,2019-02-12,8
3736,A300355-13,1817891,8.93,35.72,0.75,2019-02-12,2
3737,A300922-6,1817891,4.91,19.64,0.75,2019-02-12,2
3738,200008-143,2024499,8.21,32.84,0.75,2019-03-26,1
3739,N70295-1C26,2024499,2392.01,4784.01,0.5,2019-03-26,2
3740,N103126-1,2024499,59.34,178.02,0.67,2019-03-26,2
3741,A930664-3,2024499,712.21,1424.42,0.5,2019-03-26,2
3742,A935788-5,2024499,732.37,1464.74,0.5,2019-03-26,2
3743,A936111-3,Q302398,2476.35,4333.33,0.43,2019-03-26,12
3744,A935788-2,Q302398,519.2,1038.4,0.5,2019-03-26,12
3745,A301046-1613,Q302398,13.16,52.64,0.75,2019-03-26,48
3746,H300150-144,Q302398,247.97,413.28,0.4,2019-03-26,9
3747,H130952-14,2027610,330.0,660.0,0.5,2019-04-02,2
3748,H300430-3,2027610,13.6,40.8,0.67,2019-04-02,2
3749,H130646-5,2027610,935.0,1870.0,0.5,2019-04-02,1
3750,H130151-15,2027610,194.25,388.5,0.5,2019-04-02,1
3751,A133171-1 ,2027610,106.26,212.52,0.5,2019-04-02,1
3752,201833-18 ,2027610,185.55,371.1,0.5,2019-04-02,1
3753,193474-226 ,2027610,1.36,5.48,0.75,2019-04-02,1
3754,A133190-1 ,2027610,17.32,51.99,0.67,2019-04-02,2
3755,A133190-2 ,2027610,17.32,51.99,0.67,2019-04-02,1
3756,A133190-3 ,2027610,17.32,51.99,0.67,2019-04-02,1
3757,A133190-4 ,2027610,17.32,51.99,0.67,2019-04-02,1
3758,A133190-5 ,2027610,39.9,119.7,0.67,2019-04-02,1
3759,A133172-1 ,2027610,147.84,295.68,0.5,2019-04-02,1
3760,193474-238 ,2027610,2.52,10.08,0.75,2019-04-02,2
3761,A300996-2 ,2027610,348.97,697.94,0.5,2019-04-02,1
3762,A930179-1 ,2027610,186.9,598.5,0.69,2019-04-02,1
3763,A130076-1 ,2027610,10.83,32.49,0.67,2019-04-02,1
3764,191055-19 ,2027610,1.05,4.2,0.75,2019-04-02,4
3765,H300431-6,Q302400,,,,2019-04-02,55
3766,A73054-8,2028728,11812.5,22287.74,0.47,2019-04-03,1
3767,A953661-1,2028728,5988.15,11976.3,0.5,2019-04-03,1
3768,H300689-14,2028728,5833.8,11667.6,0.5,2019-04-03,1
3769,A952624-1,2028728,1034.88,2069.76,0.5,2019-04-03,1
3770,A301115-69,2039805,14.0,50.4,0.72,2019-05-01,16
3771,H70843-7,2039805,77.37,232.11,0.67,2019-05-01,1
3772,6503054500,2039805,9.69,38.76,0.75,2019-05-01,8
3773,H300667-8,2039805,73.4,220.2,0.67,2019-05-01,1
3774,H71132-1,2039805,199.5,399.0,0.5,2019-05-01,1
3775,193474-216,2039805,0.67,2.68,0.75,2019-05-01,1
3776,A301116-3,2039805,18.53,55.59,0.67,2019-05-01,8
3777,H300284-2,2039805,4.5,18.0,0.75,2019-05-01,3
3778,50011,Q302298 ,,,,2018-12-21,1
3779,632574,Q302298 ,,,,2018-12-21,1
3780,484608-2,Q302298 ,,,,2018-12-21,1
3781,484677,Q302298 ,,,,2018-12-21,2
3782,484678,Q302298 ,,,,2018-12-21,1
3783,484671,Q302298 ,,,,2018-12-21,1
3784,484626,Q302298 ,,,,2018-12-21,1
3785,487241,Q302298 ,,,,2018-12-21,1
3786,480791,Q302298 ,,,,2018-12-21,1
3787,480497,Q302298 ,,,,2018-12-21,1
3788,480493,Q302298 ,,,,2018-12-21,1
3789,480498,Q302298 ,,,,2018-12-21,1
3790,480492,Q302298 ,,,,2018-12-21,1
3791,480499,Q302298 ,,,,2018-12-21,1
3792,632668,Q302298 ,,,,2018-12-21,1
3793,480140,Q302298 ,,,,2018-12-21,1
3794,489632,Q302317,,,,2019-01-31,1
3795,490781-2 ,Q302317,,,,2019-01-31,1
3796,487391,Q302317,,,,2019-01-31,2
3797,492446,Q302317,,,,2019-01-31,1
3798,490321,Q302317,,,,2019-01-31,1
3799,489632,Q302317,,,,2019-01-31,1
3800,632668,Q302317,,,,2019-01-31,1
3801,494514,Q302089/1,,,,2019-02-26,1
3802,494513,Q302089/1,,,,2019-02-26,1
3803,484616,Q302089/1,,,,2019-02-26,1
3804,632574,Q302089/1,,,,2019-02-26,1
3805,484608-2,Q302089/1,,,,2019-02-26,1
3806,484677,Q302089/1,,,,2019-02-26,2
3807,484678,Q302089/1,,,,2019-02-26,1
3808,484626,Q302089/1,,,,2019-02-26,2
3809,487241,Q302089/1,,,,2019-02-26,2
3810,480791,Q302089/1,,,,2019-02-26,1
3811,480497,Q302089/1,,,,2019-02-26,1
3812,480493,Q302089/1,,,,2019-02-26,3
3813,480498,Q302089/1,,,,2019-02-26,1
3814,480492,Q302089/1,,,,2019-02-26,2
3815,480499,Q302089/1,,,,2019-02-26,1
3816,632668,Q302089/1,,,,2019-02-26,1
3817,480140,Q302089/1,,,,2019-02-26,1
3818,484671,Q302089/1,,,,2019-02-26,1
3819,480756,Q302089/1,,,,2019-02-26,1
3820,494592,Q302089/1,,,,2019-02-26,1
3821,490781-2 ,Q302384,1107.75,1846.25,0.4,2019-04-01,1
3822,487391,Q302384,37.41,113.13,0.67,2019-04-01,2
3823,492446,Q302384,4.2,16.8,0.75,2019-04-01,1
3824,490321,Q302384,534.29,1163.14,0.54,2019-04-01,1
3825,489632,Q302384,326.73,692.11,0.53,2019-04-01,1
3826,64416,302028,798.0,1596.0,0.5,2018-05-16,2
3827,44263,302028,35.0,105.0,0.67,2018-05-16,2
3828,41889,302028,208.0,416.0,0.5,2018-05-16,2
3829,A107351,302028,359.84,719.68,0.5,2018-06-07,2
3830,A130030-2,Q302306,49.5,154.77,0.68,2019-01-31,2
3831,29052-73,Q302306,243.0,510.3,0.52,2019-01-31,2
3832,201510-346,Q302306,27.14,85.5,0.68,2019-01-31,2
3833,29152-7,Q302306,22.6,81.63,0.72,2019-01-31,12
3834,29051-63,Q302306,768.0,1612.8,0.52,2019-01-31,2
3835,29052-74,Q302306,264.0,554.4,0.52,2019-01-31,2
3836,201510-153,Q302306,5.39,22.64,0.76,2019-01-31,2
3837,A130853-4,Q302306,220.0,462.0,0.52,2019-01-31,2
3838,A133972-1,Q302306,246.0,516.6,0.52,2019-01-31,1
3839,H130952-14,Q302306,271.0,623.3,0.57,2019-01-31,1
3840,201510-140,Q302306,3.27,13.72,0.76,2019-01-31,1
3841,H300430-3,Q302306,10.36,37.29,0.72,2019-01-31,3
3842,H133530-2,Q302306,101.79,244.3,0.58,2019-01-31,3
3843,H130151-15,Q302306,66.0,207.9,0.68,2019-01-31,2
3844,A133978-3,Q302306,695.0,1459.5,0.52,2019-01-31,2
3845,H133408-5,Q302306,482.0,1012.2,0.52,2019-01-31,2
3846,H130151-65,Q302306,272.0,571.2,0.52,2019-01-31,2
3847,H130941-4,Q302306,570.0,1311.0,0.57,2019-01-31,1
3848,A133973-1,Q302306,1104.0,2318.4,0.52,2019-01-31,1
3849,H130839-6,Q302306,3298.1,5771.68,0.43,2019-01-31,1
3850,H130875-3,Q302306,390.0,819.0,0.52,2019-01-31,2
3851,201510-162,Q302306,6.33,30.4,0.79,2019-01-31,1
3852,H300430-16,Q302306,102.0,214.2,0.52,2019-01-31,3
3853,H133530-13,Q302306,254.0,609.6,0.58,2019-01-31,3
3854,H130836-9,Q302306,233.0,489.3,0.52,2019-01-31,1
3855,H222505-2,Q302306,6315.0,11051.25,0.43,2019-01-31,1
3856,H133401-10,Q302306,1363.0,2862.3,0.52,2019-01-31,2
3857,A930782-2,Q302306,1880.0,3948.0,0.52,2019-01-31,1
3858,29152-7,Q302306/1,22.6,81.63,0.72,2019-04-02,12
3859,201510-153,Q302306/1,5.39,22.64,0.76,2019-04-02,2
3860,A130853-4,Q302306/1,220.0,462.0,0.52,2019-04-02,2
3861,201510-140,Q302306/1,3.27,13.72,0.76,2019-04-02,1
3862,H300430-3,Q302306/1,10.36,37.29,0.72,2019-04-02,3
3863,H133530-2,Q302306/1,101.79,244.3,0.58,2019-04-02,3
3864,H130151-15,Q302306/1,66.0,207.9,0.68,2019-04-02,2
3865,H130151-65,Q302306/1,272.0,571.2,0.52,2019-04-02,2
3866,201510-162,Q302306/1,6.33,30.4,0.79,2019-04-02,1
3867,H300430-16,Q302306/1,102.0,214.2,0.52,2019-04-02,3
3868,201550-17,1966367,9.72,38.88,0.75,2019-04-27,2
3869,133077,1966367,8.11,32.44,0.75,2019-04-27,2
3870,72094,1966367,0.72,2.88,0.75,2019-04-27,35
3871,72096,1966367,0.8,3.2,0.75,2019-04-27,19
3872,H221174-1,1966367,5.49,21.96,0.75,2019-04-27,2
3873,A150267-1,2031590,33903.48,62552.55,0.46,2019-05-06,2
3874,72094,EUK 1801170,0.8,3.2,0.75,2017-12-11,45
3875,72096,EUK 1801170,0.8,3.2,0.75,2017-12-11,70
3876,193474-451,EUK 1801170,18.07,54.21,0.67,2017-12-11,4
3877,130285,EUK 1801170,30.79,92.37,0.67,2017-12-11,8
3878,195000-454,EUK 1803724,4.27,17.08,0.75,2017-12-19,1
3879,195327-325,EUK 1803724,12.76,38.28,0.67,2017-12-19,2
3880,195000-455,EUK 1803724,3.87,15.48,0.75,2017-12-19,1
3881,195327-326,EUK 1803724,13.01,39.03,0.67,2017-12-19,2
3882,A301339-9 ,Q301814 Rev 01,368.0,736.0,0.5,2017-12-05,3
3883,A300727-4,Q301814 Rev 01,2.62,10.48,0.75,2017-12-05,2
3884,A300840-4,Q301814 Rev 01,2.2,8.8,0.75,2017-12-05,2
3885,78499,Q301814 Rev 01,32.27,96.81,0.67,2017-12-05,2
3886,A300800-2,Q301814 Rev 01,3.69,14.76,0.75,2017-12-05,1
3887,A300804-2,Q301814 Rev 01,5.92,23.68,0.75,2017-12-05,1
3888,A301046-453,Q301814 Rev 01,6.23,24.92,0.75,2017-12-05,2
3889,201182-219,Q301814 Rev 01,61.56,184.68,0.67,2017-12-05,4
3890,201833-67,Q301814 Rev 01,192.06,384.12,0.5,2017-12-05,1
3891,201628-64,Q301814 Rev 01,120.97,241.94,0.5,2017-12-05,1
3892,H300543-117,Q301814 Rev 01,73.15,219.45,0.67,2017-12-05,4
3893,11087-2,EUK 1818436,609.84,1219.68,0.5,2018-01-23,9
3894,A126657 REF,EUK 1814418,20870.78,34784.63,0.4,2018-01-24,1
3895,A130076-1,EUK 1801170A,10.74,32.22,0.67,2018-02-01,1
3896,90262-1,EUK 1801170A,299.0,460.0,0.35,2018-02-01,10
3897,H300431-7,EUK 1801170A,29.85,89.55,0.67,2018-02-01,1
3898,50433,EUK 1801170A,602.7,1205.4,0.5,2018-02-01,1
3899,128232,EUK 1801170A,65.0,195.0,0.67,2018-02-01,4
3900,126659,EUK 1801170A,62.0,186.0,0.67,2018-02-01,2
3901,193413-214,EUK 1801170E,22.65,67.95,0.67,2018-02-12,2
3902,129700,EUK 1801170E,2.0,8.0,0.75,2018-02-12,1
3903,193413-211,EUK 1801170C,20.0,60.0,0.67,2018-02-12,2
3904,170217G,EUK 1801170C,40.91,122.73,0.67,2018-02-12,2
3905,195327-322,EUK 1801170C,16.84,50.52,0.67,2018-02-12,4
3906,167285,EUK 1801170C,142.21,284.42,0.5,2018-02-12,2
3907,77973,EUK 1801170C,51.48,154.44,0.67,2018-02-12,2
3908,A300652-13,EUK 1801170F,11.85,35.55,0.67,2018-02-12,2
3909,A300653-13 ,EUK 1801170F,13.13,39.39,0.67,2018-02-12,2
3910,90614,EUK 1801170G,46.7,140.1,0.67,2018-02-12,1
3911,32015,EUK 1801170G,9.05,36.2,0.75,2018-02-12,1
3912,69417,EUK 1801170,26.34,79.02,0.67,2018-02-15,16
3913,191055-17,EUK 1801170,0.2,0.8,0.75,2018-02-15,4
3914,H300431-23,EUK 1801170,254.0,508.0,0.5,2018-02-15,4
3915,144605,EUK 1801170,4720.0,7261.54,0.35,2018-02-15,2
3916,191572-10,EUK 1801170,12.0,36.0,0.67,2018-02-15,2
3917,372617,EUK 1801170,1419.0,2838.0,0.5,2018-02-21,2
3918,159599,EUK 1801170,107.69,215.38,0.5,2018-02-21,3
3919,126910,EUK 1801170,200.0,400.0,0.5,2018-02-21,2
3920,950149,EUK 1801170,18.71,56.13,0.67,2018-02-21,10
3921,195327-322,EUK 1801170,1495.0,2990.0,0.5,2018-02-21,1
3922,139583,EUK 1801170,30.0,70.0,0.57,2018-02-21,4
3923,122818,Q301964,7.54,30.16,0.75,2018-03-07,2
3924,195000-251,Q301964,0.68,2.72,0.75,2018-03-07,2
3925,70204,Q301964,6.31,25.24,0.75,2018-03-07,8
3926,H300208-2,Q301964,10.83,43.32,0.75,2018-03-07,10
3927,71492,Q301964,29.96,119.84,0.75,2018-03-07,6
3928,144605,Q302024,3456.0,5316.92,0.35,2018-04-24,2
3929,195000-260,Q302036,1.08,4.32,0.75,2018-04-27,12
3930,195000-246,Q302036,0.56,2.24,0.75,2018-04-27,12
3931,153153,Q302174,580.42,1160.84,0.5,2018-09-07,2
3932,482081,EUK 1736943,175.0,350.0,0.5,2018-05-29,6
3933,480085,EUK 1736943,80.0,240.0,0.67,2018-05-29,6
3934,72094,EUK 1736943,0.58,2.32,0.75,2018-05-29,360 INCHES
3935,481067,EUK 1736943,4.25,17.0,0.75,2018-05-29,6
3936,482086,EUK 1736943,8.35,33.4,0.75,2018-05-29,12
3937,H302217-23,EUK 1736943,421.07,842.14,0.5,2018-05-29,3
3938,H302202-19,EUK 1736943,228.21,456.42,0.5,2018-05-29,3
3939,H215157-1,EUK 1736943,33.9,101.7,0.67,2018-05-29,60
3940,481978 REF,EUK 1736943,1290.0,2580.0,0.5,2018-05-29,1
3941,481998,EUK 1736943,600.0,932.08,0.36,2018-05-29,48
3942,482073-2,EUK 1736943,210.0,420.0,0.5,2018-05-29,6
3943,484419 REF,EUK 1736943,11063.9,18439.83,0.4,2018-05-29,1
3944,481953,EUK 1736943,3616.07,6026.79,0.4,2018-05-29,2
3945,481953,EUK 1736943,2500.5,4167.5,0.4,2018-05-29,1
3946,481976,EUK 1736943,54.88,164.64,0.67,2018-06-06,12
3947,481975,EUK 1736943,55.3,165.9,0.67,2018-06-06,12
3948,484441,EUK 1736943,50.0,150.0,0.67,2018-06-06,72
3949,481275,Q302080,111.01,222.02,0.5,2018-06-21,12
3950,481066,Q302080,3.69,14.75,0.75,2018-06-21,9
3951,484681,Q302195,2250.0,3750.0,0.4,2018-11-06,3
3952,484800,Q302195,2250.0,3750.0,0.4,2018-11-06,3
3953,484616,Q302195,761.25,1522.5,0.5,2018-11-06,3
3954,484671,Q302195,0.74,2.96,0.75,2018-11-06,3
3955,484626,Q302195,260.96,521.93,0.5,2018-11-06,3
3956,487241,Q302195,234.21,468.42,0.5,2018-11-06,3
3957,484608-2,Q302195,246.75,493.5,0.5,2018-11-06,3
3958,484678,Q302195,9.43,37.72,0.75,2018-11-06,3
3959,484674,Q302195,164.59,329.18,0.5,2018-11-06,3
3960,484676,Q302195,624.75,1249.5,0.5,2018-11-06,3
3961,TBE,1732589,15420.0,30840.0,0.5,2018-11-07,9
3962,TBE,1732589,19135.31,38270.62,0.5,2018-11-07,9
3963,TBE,1732589,18173.87,36347.74,0.5,2018-11-07,9
3964,481362,Q302394,,,,2019-04-01,5
3965,481353,Q302394,,,,2019-04-01,5
