ident,PNs,Date,Quantity,Material,Bought Out,Sub-Con,Machining,Fabrication,Test & Assy,Margin,Unit Cost,Total Unit Sell - No Spares,Total Ext Sell - No Spares,Spare PNs,Total Ext Sell - Spares,Total Unit Sell,Total Ext Sell,Excel Name,Customer,Item Number,Deal Machine ID
Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx - 3,A73211-1,2017-03-21,1,10048.33,39102.66,8905.0,3966.0,0.0,3896.0,0.29,65917.99,92732.05,92732.05,[],0.0,92732.05,92732.05,Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx,TOTAL E&P,3,
Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx - 4,A30195-29,2017-03-21,1,0.0,1599.6,0.0,0.0,0.0,0.0,0.35,1599.6,2460.92,2460.92,[],0.0,2460.92,2460.92,Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx,TOTAL E&P,4,
Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx - 5,A930532-1EIC,2017-03-21,1,0.0,10498.0,0.0,0.0,0.0,0.0,0.09,10498.0,11597.33,11597.33,[],0.0,11597.33,11597.33,Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx,TOTAL E&P,5,
Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx - 6,A930535-2EIC,2017-03-21,1,0.0,8247.0,650.0,0.0,0.0,0.0,0.24,8897.0,11662.67,11662.67,[],0.0,11662.67,11662.67,Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx,TOTAL E&P,6,
Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx - 7,A73219-3,2017-03-21,1,0.0,22842.35,800.0,0.0,0.0,0.0,0.25,23642.35,31376.92,31376.92,[],0.0,31376.92,31376.92,Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx,TOTAL E&P,7,
Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx - 8,H71696-1,2017-03-21,2,,8156.13,,209.03,,,0.25,8365.16,11091.4,22182.8,[],0.0,11091.4,22182.8,Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx,TOTAL E&P,8,
Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx - 9,D72123-1,2017-03-21,2,,6561.36,,168.8,,,0.33,6730.16,10046.42,20092.84,[],0.0,10046.42,20092.84,Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx,TOTAL E&P,9,
Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx - 10,A107095-1,2017-03-21,1,12224.62,15041.37,45584.0,16219.0,0.0,7296.0,0.2,96364.98,119724.0,119724.0,[],0.0,119724.0,119724.0,Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx,TOTAL E&P,10,
Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx - 11,A279921-1B47,2017-03-21,1,0.0,41909.0,0.0,0.0,0.0,0.0,0.27,41909.0,57725.0,57725.0,[],0.0,57725.0,57725.0,Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx,TOTAL E&P,11,
Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx - 12,A73236-1,2017-03-21,1,0.0,1204.0,0.0,0.0,0.0,0.0,0.77,1204.0,5169.0,5169.0,[],0.0,5169.0,5169.0,Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx,TOTAL E&P,12,
Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx - 13,H73537-1,2017-03-21,2,0.0,5871.0,98.78,0.0,0.0,0.0,0.25,5969.78,7966.53,15933.06,[],0.0,7966.53,15933.06,Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx,TOTAL E&P,13,
Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx - 14,A73235-1,2017-03-21,2,0.0,7578.69,0.0,0.0,0.0,0.0,0.13,7578.69,8697.85,17395.7,[],0.0,8697.85,17395.7,Total EUK 1640254 FCM UK Hangers Seals Rev 00 TURNKEY AR.xlsx,TOTAL E&P,14,
Total EUK 1640254 FCM SINGAPORE cancelled Hangers Seals Rev 00.xlsx - 8,H71696-1,2017-01-20,2,,7505.71,,,,,0.29,7505.71,10536.83,21073.66,[],0.0,10536.83,21073.66,Total EUK 1640254 FCM SINGAPORE cancelled Hangers Seals Rev 00.xlsx,TOTAL E&P,8,
Total EUK 1640254 FCM SINGAPORE cancelled Hangers Seals Rev 00.xlsx - 9,D72123-1,2017-01-20,2,,6036.1,,,,,0.37,6036.1,9544.1,19088.2,[],0.0,9544.1,19088.2,Total EUK 1640254 FCM SINGAPORE cancelled Hangers Seals Rev 00.xlsx,TOTAL E&P,9,
Total EUK 1640254 FCM SINGAPORE cancelled Hangers Seals Rev 00.xlsx - 13,H73537-1,2017-01-20,2,0.0,5368.62,90.32,0.0,0.0,0.0,0.28,5458.95,7568.2,15136.4,[],0.0,7568.2,15136.4,Total EUK 1640254 FCM SINGAPORE cancelled Hangers Seals Rev 00.xlsx,TOTAL E&P,13,
Total EUK 1640254 FCM SINGAPORE cancelled Hangers Seals Rev 00.xlsx - 14,A73235-1,2017-01-20,2,0.0,6943.88,0.0,0.0,0.0,0.0,0.16,6943.88,8245.85,16491.7,[],0.0,8245.85,16491.7,Total EUK 1640254 FCM SINGAPORE cancelled Hangers Seals Rev 00.xlsx,TOTAL E&P,14,
Q301075.xlsx - 1,A72841-1,2016-06-22,2,,3600.0,50.0,,,,0.39,3650.0,5983.61,11967.21,[],0.0,5983.61,11967.21,Q301075.xlsx,TOTAL E&P,1,
Q301075.xlsx - 1,A72841-1,2016-06-22,2,,3600.0,50.0,,,,0.39,3650.0,5983.61,11967.21,[],0.0,5983.61,11967.21,Q301075.xlsx,TOTAL E&P,1,
Total EUK 1649863 FCM Rev 00.xlsx - 1,TBESHIPPINGCONFIG,2017-02-20,2,0.0,,,,#REF!,0.0,0.39,,,,[],0.0,,,Total EUK 1649863 FCM Rev 00.xlsx,TOTAL E&P,1,
Total EUK 1649863 FCM Rev 00.xlsx - 1,TBESHIPPINGCONFIG,2017-02-20,2,0.0,,,,#REF!,0.0,0.39,,,,[],0.0,,,Total EUK 1649863 FCM Rev 00.xlsx,TOTAL E&P,1,
Total - EUK 1650857 - valves - Cost Model - Rev02.xlsx - 1,H130801-78C35,2017-03-10,7,,5593.6,329.14,415.02,,,0.68,6337.76,19785.0,138495.0,[],0.0,19785.0,138495.0,Total - EUK 1650857 - valves - Cost Model - Rev02.xlsx,TOTAL E&P,1,
Total - EUK 1650857 - valves - Cost Model - Rev00.xlsx - 1,H130801-78C35,2017-02-13,7,,5593.6,329.14,415.02,,,0.68,6337.76,19785.0,138495.0,[],0.0,19785.0,138495.0,Total - EUK 1650857 - valves - Cost Model - Rev00.xlsx,TOTAL E&P,1,
Total - EUK 1650857 - valves - Cost Model - Rev01.xlsx - 1,H130801-78C35,2017-02-20,7,,5593.6,329.14,415.02,,,0.66,6337.76,18500.0,129500.0,[],0.0,18500.0,129500.0,Total - EUK 1650857 - valves - Cost Model - Rev01.xlsx,TOTAL E&P,1,
Total - EUK 1701943  - valves - Cost Model - Rev0.xlsx - 1,371145,2017-06-05,2,,21202.46,,,,,0.25,21202.46,28269.95,56539.9,[],0.0,28269.95,56539.9,Total - EUK 1701943  - valves - Cost Model - Rev0.xlsx,TOTAL E&P,1,
Total - EUK 1701943  - valves - Cost Model - Rev0.xlsx - 2,398807,2017-06-05,2,,928.0,,,,,0.3,928.0,1325.71,2651.42,[],0.0,1325.71,2651.42,Total - EUK 1701943  - valves - Cost Model - Rev0.xlsx,TOTAL E&P,2,
Total - EUK 1701943  - valves - Cost Model - Rev1.xlsx - 1,371145,2017-07-05,2,,38695.0,,,,,0.25,38695.0,51593.33,103186.67,[],0.0,51593.33,103186.67,Total - EUK 1701943  - valves - Cost Model - Rev1.xlsx,TOTAL E&P,1,
Total - EUK 1701943  - valves - Cost Model - Rev1.xlsx - 2,398807,2017-07-05,2,,928.0,,,,,0.3,928.0,1325.71,2651.42,[],0.0,1325.71,2651.42,Total - EUK 1701943  - valves - Cost Model - Rev1.xlsx,TOTAL E&P,2,
Total - EUK 1701943  - valves - Cost Model - Rev2.xlsx - 1,371145,2017-07-05,2,,38695.0,,,,,0.25,38695.0,51593.33,103186.67,[],0.0,51593.33,103186.67,Total - EUK 1701943  - valves - Cost Model - Rev2.xlsx,TOTAL E&P,1,
Total - EUK 1701943  - valves - Cost Model - Rev2.xlsx - 2,398807,2017-07-05,2,,928.0,,,,,0.3,928.0,1325.71,2651.42,[],0.0,1325.71,2651.42,Total - EUK 1701943  - valves - Cost Model - Rev2.xlsx,TOTAL E&P,2,
Total - EUK 1701943  - valves - Cost Model - Rev3.xlsx - 1,371145,2017-07-06,2,,21202.46,,,,,0.25,21202.46,28269.95,56539.9,[],0.0,28269.95,56539.9,Total - EUK 1701943  - valves - Cost Model - Rev3.xlsx,TOTAL E&P,1,
Total - EUK 1701943  - valves - Cost Model - Rev3.xlsx - 2,398807,2017-07-06,2,,928.0,,,,,0.3,928.0,1325.71,2651.42,[],0.0,1325.71,2651.42,Total - EUK 1701943  - valves - Cost Model - Rev3.xlsx,TOTAL E&P,2,
Total - EUK 1701943  - valves - Cost Model - Rev3.xlsx - 1,371145,2017-07-06,2,,21202.46,,,,,0.25,21202.46,28269.95,56539.9,[],0.0,28269.95,56539.9,Total - EUK 1701943  - valves - Cost Model - Rev3.xlsx,TOTAL E&P,1,
Total - EUK 1701943  - valves - Cost Model - Rev3.xlsx - 2,398807,2017-07-06,2,,928.0,,,,,0.3,928.0,1325.71,2651.42,[],0.0,1325.71,2651.42,Total - EUK 1701943  - valves - Cost Model - Rev3.xlsx,TOTAL E&P,2,
Total - EUK 1712440 - FCM - Rev 01.xlsx - 1,370461,2017-05-08,2,0.0,300.0,0.0,0.0,0.0,0.0,0.39,300.0,491.8,983.61,[],0.0,491.8,983.61,Total - EUK 1712440 - FCM - Rev 01.xlsx,TOTAL E&P,1,
Total - EUK 1712440 - FCM - Rev 01.xlsx - 2,371144,2017-05-08,2,0.0,200.0,0.0,0.0,0.0,0.0,0.43,200.0,352.11,704.23,[],0.0,352.11,704.23,Total - EUK 1712440 - FCM - Rev 01.xlsx,TOTAL E&P,2,
Total - EUK 1712440 - FCM - Rev 01.xlsx - 3,371145,2017-05-08,2,0.0,1044.56,84.46,0.0,0.0,0.0,0.43,1129.01,1987.7,3975.4,[],0.0,1987.7,3975.4,Total - EUK 1712440 - FCM - Rev 01.xlsx,TOTAL E&P,3,
Total - EUK 1712440 - FCM - Rev 01.xlsx - 3.1,398807,2017-05-08,2,,820.92,82.09,,,,0.32,903.01,1325.71,2651.42,[],0.0,1325.71,2651.42,Total - EUK 1712440 - FCM - Rev 01.xlsx,TOTAL E&P,3.1,
Total - EUK 1712440 - FCM - Rev 01.xlsx - 4,H387326-7REF(tbc),2017-05-08,2,0.0,5276.0,0.0,0.0,0.0,0.0,0.35,5276.0,8116.92,16233.85,[],0.0,8116.92,16233.85,Total - EUK 1712440 - FCM - Rev 01.xlsx,TOTAL E&P,4,
Total - EUK 1712440 - FCM - Rev 01.xlsx - 4.1,H300284-2,2017-05-08,6,,4.08,,,,,0.0,4.08,4.08,24.48,[],0.0,4.08,24.48,Total - EUK 1712440 - FCM - Rev 01.xlsx,TOTAL E&P,4.1,
Total - EUK 1712440 - FCM - Rev 01.xlsx - 4.2,345505,2017-05-08,4,,262.0,,,,,0.0,262.0,262.0,1048.0,[],0.0,262.0,1048.0,Total - EUK 1712440 - FCM - Rev 01.xlsx,TOTAL E&P,4.2,
Total - EUK 1712440 - FCM - Rev 01.xlsx - 4.3,490237,2017-05-08,4,,18.89,2.83,,,,0.0,21.72,21.72,86.89,[],0.0,21.72,86.89,Total - EUK 1712440 - FCM - Rev 01.xlsx,TOTAL E&P,4.3,
Total - EUK 1712440 - FCM - Rev 01.xlsx - 5,D70108-2C35,2017-05-08,2,0.0,1200.0,0.0,0.0,0.0,0.0,0.35,1200.0,1846.15,3692.31,[],0.0,1846.15,3692.31,Total - EUK 1712440 - FCM - Rev 01.xlsx,TOTAL E&P,5,
Total - FCM - EUK 1556220 - Rev 00.xlsx - 1,370461,2016-06-20,3,0.0,53104.24,1200.0,0.0,0.0,4250.0,0.39,58554.24,95990.56,287971.67,[],0.0,95990.56,287971.67,Total - FCM - EUK 1556220 - Rev 00.xlsx,TOTAL E&P,1,
Total - FCM - EUK 1556220 - Rev 00.xlsx - 2,371144,2016-06-20,3,0.0,8794.0,0.0,0.0,0.0,0.0,0.43,8794.0,15482.39,46447.18,[],0.0,15482.39,46447.18,Total - FCM - EUK 1556220 - Rev 00.xlsx,TOTAL E&P,2,
Total - FCM - EUK 1556220 - Rev 00.xlsx - 3,371145,2016-06-20,3,0.0,9456.53,0.0,0.0,0.0,0.0,0.43,9456.53,16648.82,49946.45,[],0.0,16648.82,49946.45,Total - FCM - EUK 1556220 - Rev 00.xlsx,TOTAL E&P,3,
Total - FCM - EUK 1556220 - Rev 00.xlsx - 4,TBC,2016-06-20,3,0.0,6274.0,0.0,0.0,0.0,0.0,0.35,6274.0,9652.31,28956.92,[],0.0,9652.31,28956.92,Total - FCM - EUK 1556220 - Rev 00.xlsx,TOTAL E&P,4,
Total - FCM - EUK 1556220 - Rev 00.xlsx - 5,TBC,2016-06-20,3,0.0,8774.0,0.0,0.0,0.0,0.0,0.35,8774.0,13498.46,40495.38,[],0.0,13498.46,40495.38,Total - FCM - EUK 1556220 - Rev 00.xlsx,TOTAL E&P,5,
Total EUK 1712525 FCM Rev 00.xlsx - 1,A73286-1,2017-06-26,1,0.0,3827.88,150.0,0.0,0.0,1563.0,0.63,5540.88,14975.35,14975.35,[],0.0,14975.35,14975.35,Total EUK 1712525 FCM Rev 00.xlsx,TOTAL E&P,1,
Total EUK 1713843 FCM Rev 00.xlsx - 1,A930180-1B47,2017-07-03,2,,3329.0,,166.45,,,0.25,3495.45,4660.6,9321.2,[],0.0,4660.6,9321.2,Total EUK 1713843 FCM Rev 00.xlsx,TOTAL E&P,1,
Total EUK 1713843 FCM Rev 1.xlsx - 1,,2017-07-11,1,,1065.6,,,,,0.26,1418.58,1917.0,1917.0,[],0.0,1917.0,1917.0,Total EUK 1713843 FCM Rev 1.xlsx,TOTAL E&P,1,
Total EUK 1713843 FCM Rev 00.xlsx - 1,A930180-1B47,2017-07-03,2,,3329.0,,166.45,,,0.25,3495.45,4660.6,9321.2,[],0.0,4660.6,9321.2,Total EUK 1713843 FCM Rev 00.xlsx,TOTAL E&P,1,
EUK 1715769 REV 00.xlsx - 1,A930535-2EIC,2017-08-18,1,,8365.0,250.0,500.0,,,0.22,9115.0,11662.67,11662.67,[],0.0,11662.67,11662.67,EUK 1715769 REV 00.xlsx,TOTAL E&P,1,
EUK 1715769 REV 00.xlsx - 2,A73219-3,2017-08-18,1,,23095.0,250.0,500.0,,,0.24,23845.0,31376.92,31376.92,[],0.0,31376.92,31376.92,EUK 1715769 REV 00.xlsx,TOTAL E&P,2,
EUK 1715769 REV 00.xlsx - 3,H71696-1,2017-08-18,1,,8629.53,191.58,550.0,,,0.16,9371.1,11091.4,11091.4,[],0.0,11091.4,11091.4,EUK 1715769 REV 00.xlsx,TOTAL E&P,3,
EUK 1715769 REV 00.xlsx - 4,D72123-1,2017-08-18,1,,6089.17,148.7,450.0,,,0.33,6687.87,10046.42,10046.42,[],0.0,10046.42,10046.42,EUK 1715769 REV 00.xlsx,TOTAL E&P,4,
EUK 1715769 REV 00.xlsx - 5,A279921-1B47,2017-08-18,1,,40750.0,250.0,1000.0,,,0.27,42000.0,57725.0,57725.0,[],0.0,57725.0,57725.0,EUK 1715769 REV 00.xlsx,TOTAL E&P,5,
EUK 1715769 REV 00.xlsx - 6,H73537-1,2017-08-18,1,,5302.25,129.48,550.0,,,0.25,5981.73,7966.53,7966.53,[],0.0,7966.53,7966.53,EUK 1715769 REV 00.xlsx,TOTAL E&P,6,
EUK 1715769 REV 00.xlsx - 7,A73235-1,2017-08-18,1,,7473.61,182.51,450.0,,,0.07,8106.12,8697.85,8697.85,[],0.0,8697.85,8697.85,EUK 1715769 REV 00.xlsx,TOTAL E&P,7,
EUK 1715769 REV 00.xlsx - 8,A931584-1,2017-08-18,1,,42165.52,250.0,842.0,500.0,,-0.12,43757.52,38912.49,38912.49,[],0.0,38912.49,38912.49,EUK 1715769 REV 00.xlsx,TOTAL E&P,8,
EUK 1715769 REV 00.xlsx - 9,A931584-2,2017-08-18,2,,39435.52,250.0,788.0,500.0,,0.16,40973.52,49022.33,98044.66,[],0.0,49022.33,98044.66,EUK 1715769 REV 00.xlsx,TOTAL E&P,9,
EUK 1715769 REV 00.xlsx - 10,A931584-3,2017-08-18,1,,94978.0,250.0,1903.0,500.0,,0.19,97631.0,119849.29,119849.29,[],0.0,119849.29,119849.29,EUK 1715769 REV 00.xlsx,TOTAL E&P,10,
EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx - 1,A930535-2EIC,2017-09-12,1,,8365.0,250.0,500.0,,,0.18,9115.0,11079.54,11079.54,[],0.0,11079.54,11079.54,EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx,TOTAL E&P,1,
EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx - 2,A73219-3,2017-09-12,1,,23095.0,250.0,500.0,,,0.2,23845.0,29808.07,29808.07,[],0.0,29808.07,29808.07,EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx,TOTAL E&P,2,
EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx - 3,H71696-1,2017-09-12,1,,8629.53,191.58,550.0,,,0.11,9371.1,10538.83,10538.83,[],0.0,10538.83,10538.83,EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx,TOTAL E&P,3,
EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx - 4,D72123-1,2017-09-12,1,,6089.17,148.7,450.0,,,0.3,6687.87,9544.1,9544.1,[],0.0,9544.1,9544.1,EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx,TOTAL E&P,4,
EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx - 5,A279921-1B47,2017-09-12,1,,40750.0,250.0,1000.0,,,0.23,42000.0,54838.75,54838.75,[],0.0,54838.75,54838.75,EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx,TOTAL E&P,5,
EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx - 6,H73537-1,2017-09-12,1,,5302.25,129.48,550.0,,,0.21,5981.73,7568.2,7568.2,[],0.0,7568.2,7568.2,EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx,TOTAL E&P,6,
EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx - 7,A73235-1,2017-09-12,1,,7473.61,182.51,450.0,,,0.07,8106.12,8697.85,8697.85,[],0.0,8697.85,8697.85,EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx,TOTAL E&P,7,
EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx - 8,A931584-1,2017-09-12,1,,32120.24,1060.0,17.1,,2183.0,0.09,35380.34,38912.49,38912.49,[],0.0,38912.49,38912.49,EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx,TOTAL E&P,8,
EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx - 9,A931584-2,2017-09-12,2,,31234.24,560.0,17.1,,2574.0,0.26,34385.34,46737.89,93475.78,[],0.0,46737.89,93475.78,EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx,TOTAL E&P,9,
EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx - 10,A931584-3,2017-09-12,1,,86790.4,0.0,41.21,0.0,4673.0,0.2,91504.61,114264.31,114264.31,[],0.0,114264.31,114264.31,EUK 1715769 REV 01 DISCOUNT OPT 2 NOT USED.xlsx,TOTAL E&P,10,
EUK 1715776 Rev 0.xlsx - 1,A931012-1,2017-07-31,1,,458670.31,,,,,0.31,458670.31,662804.0,662804.0,[],0.0,662804.0,662804.0,EUK 1715776 Rev 0.xlsx,TOTAL E&P,1,
Total EUK 1715793 FCM Rev 00.xlsx - 1,A931584-2,2017-06-23,1,,39435.52,788.6,17.1,,,0.14,40241.22,46737.89,46737.89,[],0.0,46737.89,46737.89,Total EUK 1715793 FCM Rev 00.xlsx,TOTAL E&P,1,
Total EUK 1715793 FCM Rev 00.xlsx - 2,A931584-3,2017-06-23,1,,94978.0,1900.0,41.21,,,0.15,96919.21,114264.31,114264.31,[],0.0,114264.31,114264.31,Total EUK 1715793 FCM Rev 00.xlsx,TOTAL E&P,2,
Total EUK 1715793 FCM Rev 01.xlsx - 1,A931584-1,2017-06-28,1,,42165.52,842.9,18.27,,,-0.16,43026.69,37099.17,37099.17,[],0.0,37099.17,37099.17,Total EUK 1715793 FCM Rev 01.xlsx,TOTAL E&P,1,
Total EUK 1715793 FCM Rev 01.xlsx - 2,A931584-2,2017-06-28,2,,39435.52,788.6,17.1,,,0.14,40241.22,46737.89,93475.78,[],0.0,46737.89,93475.78,Total EUK 1715793 FCM Rev 01.xlsx,TOTAL E&P,2,
Total EUK 1715793 FCM Rev 01.xlsx - 3,A931584-3,2017-06-28,1,,94978.0,1900.29,41.21,,,0.15,96919.5,114264.31,114264.31,[],0.0,114264.31,114264.31,Total EUK 1715793 FCM Rev 01.xlsx,TOTAL E&P,3,
Total EUK 1715793 FCM Rev 02.xlsx - 1,A931584-2,2017-07-05,1,,39435.52,788.6,17.1,,,0.14,40241.22,46737.89,46737.89,[],0.0,46737.89,46737.89,Total EUK 1715793 FCM Rev 02.xlsx,TOTAL E&P,1,
Total EUK 1715793 FCM Rev 02.xlsx - 2,A931584-3,2017-07-05,1,,94978.0,1900.0,41.21,,,0.15,96919.21,114264.31,114264.31,[],0.0,114264.31,114264.31,Total EUK 1715793 FCM Rev 02.xlsx,TOTAL E&P,2,
Total EUK 1715793 FCM Rev 03 rev Proj Mgmt.xlsx - 1,A931584-2,2017-07-18,1,,39435.52,690.78,17.1,,,0.14,40143.4,46737.89,46737.89,[],0.0,46737.89,46737.89,Total EUK 1715793 FCM Rev 03 rev Proj Mgmt.xlsx,TOTAL E&P,1,
Total EUK 1715793 FCM Rev 03 rev Proj Mgmt.xlsx - 2,A931584-3,2017-07-18,1,,94978.0,1663.6,41.21,,,0.15,96682.81,114264.31,114264.31,[],0.0,114264.31,114264.31,Total EUK 1715793 FCM Rev 03 rev Proj Mgmt.xlsx,TOTAL E&P,2,
Total EUK 1715793 FCM Rev 02.xlsx - 1,A931584-2,2017-07-05,1,,39435.52,788.6,17.1,,,0.14,40241.22,46737.89,46737.89,[],0.0,46737.89,46737.89,Total EUK 1715793 FCM Rev 02.xlsx,TOTAL E&P,1,
Total EUK 1715793 FCM Rev 02.xlsx - 2,A931584-3,2017-07-05,1,,94978.0,1900.0,41.21,,,0.15,96919.21,114264.31,114264.31,[],0.0,114264.31,114264.31,Total EUK 1715793 FCM Rev 02.xlsx,TOTAL E&P,2,
Total - EUK 1717976  - casing bonnets - Cost Model - Rev0.xlsx - 1,A73236-1,2017-07-05,2,,1359.0,,,,,0.74,1359.0,5169.0,10338.0,[],0.0,5169.0,10338.0,Total - EUK 1717976  - casing bonnets - Cost Model - Rev0.xlsx,TOTAL E&P,1,
Total - EUK 1717976  - casing bonnets - Cost Model - Rev0.xlsx - 1,A73236-1,2017-07-05,2,,1359.0,,,,,0.74,1359.0,5169.0,10338.0,[],0.0,5169.0,10338.0,Total - EUK 1717976  - casing bonnets - Cost Model - Rev0.xlsx,TOTAL E&P,1,
EUK 1720952 Rev 0.xlsx - 1,A90933-200,2017-07-28,5,,,2407.0,500.0,155.0,,0.35,3062.0,4710.77,23553.85,[],0.0,4710.77,23553.85,EUK 1720952 Rev 0.xlsx,TOTAL E&P,1,
EUK 1720952 Rev 1 engineering .xlsx - 1,A90933-200,2017-09-05,5,,,2407.0,500.0,155.0,,0.35,3062.0,4710.77,23553.85,[],0.0,4710.77,23553.85,EUK 1720952 Rev 1 engineering .xlsx,TOTAL E&P,1,
EUK 1720952 Rev 1.xlsx - 1,A90933-200,2017-09-20,5,,,2407.0,500.0,155.0,,0.35,3062.0,4710.77,23553.85,[],0.0,4710.77,23553.85,EUK 1720952 Rev 1.xlsx,TOTAL E&P,1,
EUK 1720952 Rev 1.xlsx - 2,A90933-200REF,2017-09-20,5,,,2958.0,500.0,155.0,,0.35,3613.0,5558.46,27792.31,[],0.0,5558.46,27792.31,EUK 1720952 Rev 1.xlsx,TOTAL E&P,2,
EUK 1720952 rev 2.xlsx - 1,A90933-200REF,2017-11-07,5,,,1230.0,500.0,31.0,,0.68,1761.0,5558.46,27792.3,[],0.0,5558.46,27792.3,EUK 1720952 rev 2.xlsx,TOTAL E&P,1,
EUK 1720952 rev 2.xlsx - 1,A90933-200REF,2017-11-07,5,,,1230.0,500.0,31.0,,0.68,1761.0,5558.46,27792.3,[],0.0,5558.46,27792.3,EUK 1720952 rev 2.xlsx,TOTAL E&P,1,
Total - EUK 1731886 - FCM Rev 02 PN 371144.xlsx - 5,371144,2018-10-01,2,0.0,19515.41,14.38,650.0,0.0,0.0,0.2,20179.8,25224.75,50449.5,[],0.0,25224.75,50449.5,Total - EUK 1731886 - FCM Rev 02 PN 371144.xlsx,TOTAL E&P,5,
Total - EUK 1731886 - FCM Rev 00.xlsx - 1,370461,2017-09-20,2,0.0,64208.0,400.0,0.0,0.0,0.0,0.35,64608.0,99396.92,198793.85,[],0.0,99396.92,198793.85,Total - EUK 1731886 - FCM Rev 00.xlsx,TOTAL E&P,1,
Total - EUK 1731886 - FCM Rev 00.xlsx - 3,373938,2017-09-20,2,0.0,19443.79,89.79,650.0,0.0,0.0,0.38,20183.58,32554.17,65108.33,[],0.0,32554.17,65108.33,Total - EUK 1731886 - FCM Rev 00.xlsx,TOTAL E&P,3,
Total - EUK 1731886 - FCM Rev 00.xlsx - 4,371145,2017-09-20,2,0.0,18918.79,85.97,650.0,0.0,0.0,0.3,19654.77,28269.95,56539.9,[],0.0,28269.95,56539.9,Total - EUK 1731886 - FCM Rev 00.xlsx,TOTAL E&P,4,
Total - EUK 1731886 - FCM Rev 00.xlsx - 4.1,398807,2017-09-20,2,,775.47,77.55,,,,0.36,853.02,1325.71,2651.42,[],0.0,1325.71,2651.42,Total - EUK 1731886 - FCM Rev 00.xlsx,TOTAL E&P,4.1,
Total - EUK 1731886 - FCM Rev 00.xlsx - 5,371144,2017-09-20,3,0.0,19515.41,14.38,650.0,0.0,0.0,0.15,20179.8,23740.94,71222.82,[],0.0,23740.94,71222.82,Total - EUK 1731886 - FCM Rev 00.xlsx,TOTAL E&P,5,
Total - EUK 1731886 - FCM Rev 01.xlsx - 1,370461,2017-09-27,2,0.0,64208.0,400.0,0.0,0.0,0.0,0.35,64608.0,99396.92,198793.85,[],0.0,99396.92,198793.85,Total - EUK 1731886 - FCM Rev 01.xlsx,TOTAL E&P,1,
